ride_type,distance_km,time_of_day,day_type,demand_level,traffic_condition,weather_condition,pickup_zone,base_fare,surge_multiplier,final_fare,ride_timestamp
Bike,9.22,Morning,Weekend,High,Light,Cloudy,IT Park,75.32,1.25,94.09,2025-10-08 13:05:45.300548
Taxi,40.55,Evening,Weekday,Low,Moderate,Clear,Airport,536.6,1.2,628.29,2025-12-16 13:31:45.300724
Taxi,33.41,Afternoon,Weekday,Low,Moderate,Cloudy,Commercial,450.92,1.0,467.98,2025-11-27 04:29:45.300892
Bike,37.35,Night,Weekday,High,Heavy,Rainy,Residential,244.1,1.53,386.84,2025-12-20 02:22:45.301060
Bike,42.56,Evening,Weekday,Medium,Light,Storm,Residential,275.36,1.25,343.6,2025-08-26 17:51:45.301227
Taxi,32.29,Morning,Weekday,Low,Moderate,Clear,Residential,437.48,1.0,446.27,2025-09-26 13:40:45.301400
Bike,17.24,Evening,Weekend,Medium,Light,Clear,Airport,123.44,1.25,147.46,2026-01-22 04:32:45.301593
Bike,35.8,Night,Weekend,Very High,Light,Clear,Airport,234.8,1.65,400.37,2025-10-08 13:19:45.301785
Bike,5.96,Afternoon,Weekday,Low,Heavy,Clear,IT Park,55.76,1.1,61.71,2025-11-28 21:50:45.301971
Bike,31.94,Early Morning,Weekday,Medium,Heavy,Clear,IT Park,211.64,1.1,225.46,2025-11-16 23:18:45.302153
Bike,42.15,Morning,Weekday,Medium,Moderate,Clear,Commercial,272.9,1.0,277.02,2025-12-11 22:33:45.302322
Taxi,6.94,Afternoon,Weekend,High,Light,Storm,Metro Station,133.28,1.4,185.24,2025-11-10 04:12:45.302495
Taxi,5.75,Morning,Weekend,Low,Light,Clear,Airport,119.0,1.15,134.79,2025-12-23 13:38:45.302693
Bike,45.07,Early Morning,Weekend,Low,Moderate,Cloudy,Airport,290.42,1.15,322.1,2025-12-06 18:24:45.302865
Taxi,8.5,Night,Weekend,Medium,Heavy,Rainy,Commercial,152.0,1.38,200.83,2025-11-22 13:01:45.303042
Taxi,34.27,Morning,Weekend,High,Light,Clear,Metro Station,461.24,1.25,587.98,2025-11-16 18:09:45.303208
Taxi,36.67,Morning,Weekday,Low,Moderate,Clear,Residential,490.04,1.0,509.21,2025-11-28 20:16:45.303376
Taxi,3.78,Afternoon,Weekday,High,Heavy,Rainy,Commercial,95.36,1.38,125.36,2025-10-17 22:04:45.303546
Bike,49.33,Morning,Weekday,High,Heavy,Clear,Commercial,315.98,1.3,394.98,2025-10-30 05:04:45.303730
Bike,21.17,Early Morning,Weekday,Medium,Moderate,Clear,IT Park,147.02,1.0,152.59,2026-01-17 07:46:45.303924
Taxi,7.25,Night,Weekday,Medium,Moderate,Rainy,Airport,137.0,1.33,185.95,2025-12-08 22:32:45.304093
Bike,29.7,Afternoon,Weekend,Medium,Moderate,Storm,IT Park,198.2,1.2,240.19,2025-12-17 10:37:45.304259
Bike,44.29,Evening,Weekday,High,Moderate,Rainy,Airport,285.74,1.48,430.72,2025-11-18 01:50:45.304424
Taxi,25.36,Evening,Weekday,Low,Heavy,Clear,Metro Station,354.32,1.2,419.92,2025-12-05 13:08:45.304598
Bike,8.25,Afternoon,Weekday,Medium,Heavy,Clear,Commercial,69.5,1.1,76.42,2026-01-14 16:48:45.304764
Taxi,46.1,Early Morning,Weekday,Low,Moderate,Clear,Metro Station,603.2,1.0,626.58,2025-11-05 17:45:45.304960
Taxi,27.11,Morning,Weekend,High,Light,Clear,Metro Station,375.32,1.25,450.55,2025-12-03 11:25:45.305127
Taxi,45.19,Night,Weekend,Medium,Moderate,Clear,IT Park,592.28,1.2,692.14,2025-08-14 17:34:45.305292
Bike,30.72,Afternoon,Weekday,Medium,Moderate,Clear,Metro Station,204.32,1.0,212.32,2025-08-13 18:33:45.305466
Taxi,1.94,Evening,Weekend,Low,Light,Clear,Commercial,73.28,1.15,86.35,2025-10-10 14:13:45.305632
Bike,33.71,Morning,Weekday,Medium,Heavy,Cloudy,Commercial,222.26,1.1,244.33,2025-10-09 22:06:45.305804
Bike,17.29,Night,Weekend,Medium,Light,Rainy,Residential,123.74,1.28,151.79,2025-12-10 06:47:45.305997
Taxi,19.73,Evening,Weekend,High,Light,Storm,IT Park,286.76,1.5,425.75,2025-10-21 22:31:45.306181
Taxi,31.09,Night,Weekday,Very High,Moderate,Storm,Metro Station,423.08,1.65,730.59,2025-10-30 02:57:45.306354
Taxi,12.44,Afternoon,Weekday,Medium,Light,Cloudy,Commercial,199.28,1.0,198.74,2025-11-28 01:27:45.306522
Taxi,1.24,Early Morning,Weekend,Medium,Light,Cloudy,Metro Station,64.88,1.05,67.24,2026-01-20 18:17:45.306688
Bike,15.08,Night,Weekday,Very High,Moderate,Cloudy,Residential,110.48,1.5,160.07,2025-11-28 03:08:45.306854
Taxi,16.21,Morning,Weekend,Medium,Light,Clear,Airport,244.52,1.15,292.16,2026-01-31 18:43:45.307051
Taxi,36.85,Afternoon,Weekday,Low,Heavy,Clear,Residential,492.2,1.1,547.2,2025-12-12 04:09:45.307221
Taxi,27.89,Early Morning,Weekday,Low,Moderate,Cloudy,IT Park,384.68,1.0,398.0,2025-09-06 07:03:45.307396
Bike,22.07,Night,Weekday,Low,Moderate,Rainy,Residential,152.42,1.23,193.06,2025-10-14 14:55:45.307570
Bike,26.82,Night,Weekday,High,Heavy,Rainy,Airport,180.92,1.63,288.52,2025-12-03 06:49:45.307741
Bike,33.56,Evening,Weekday,Low,Moderate,Storm,Residential,221.36,1.25,278.21,2025-09-26 06:51:45.307910
Bike,8.92,Night,Weekday,Medium,Moderate,Rainy,Residential,73.52,1.23,90.56,2025-12-25 05:16:45.308110
Taxi,8.24,Morning,Weekend,High,Moderate,Clear,IT Park,148.88,1.25,186.61,2025-11-15 00:14:45.308290
Taxi,31.57,Morning,Weekday,Medium,Moderate,Clear,Airport,428.84,1.1,459.9,2026-02-03 04:35:45.308466
Bike,24.51,Night,Weekday,Low,Heavy,Cloudy,Commercial,167.06,1.25,215.84,2025-10-15 15:43:45.308656
Bike,26.19,Early Morning,Weekday,High,Light,Rainy,Metro Station,177.14,1.28,221.46,2025-08-14 17:25:45.308839
Taxi,34.56,Afternoon,Weekday,High,Moderate,Clear,Metro Station,464.72,1.2,531.51,2025-10-12 18:40:45.309007
Taxi,18.52,Early Morning,Weekday,Medium,Moderate,Cloudy,Airport,272.24,1.1,285.32,2025-10-26 14:59:45.309212
Taxi,17.98,Evening,Weekday,Very High,Light,Cloudy,Residential,265.76,1.45,391.2,2025-08-27 06:14:45.309384
Bike,14.84,Early Morning,Weekend,Medium,Heavy,Clear,IT Park,109.04,1.15,124.53,2025-11-12 16:32:45.309554
Taxi,12.13,Night,Weekday,High,Moderate,Rainy,Metro Station,195.56,1.43,285.54,2025-10-12 02:39:45.309721
Taxi,44.94,Night,Weekday,Medium,Heavy,Clear,Metro Station,589.28,1.25,700.9,2025-12-04 02:08:45.309890
Bike,10.12,Morning,Weekend,High,Light,Cloudy,Airport,80.72,1.35,109.03,2025-11-07 12:59:45.318164
Taxi,45.1,Afternoon,Weekday,Medium,Light,Cloudy,Residential,591.2,1.0,606.11,2025-10-04 10:32:45.318359
Taxi,27.43,Afternoon,Weekend,Low,Moderate,Cloudy,Commercial,379.16,1.05,398.62,2025-10-01 09:27:45.318531
Taxi,48.58,Morning,Weekday,Low,Light,Rainy,Airport,632.96,1.18,715.02,2025-11-20 18:45:45.318702
Taxi,26.59,Night,Weekday,High,Light,Rainy,Metro Station,369.08,1.43,525.79,2025-09-01 14:49:45.318896
Taxi,42.12,Afternoon,Weekday,Low,Moderate,Cloudy,Metro Station,555.44,1.0,536.11,2026-01-17 03:15:45.319066
Taxi,2.05,Afternoon,Weekday,Low,Light,Clear,Airport,74.6,1.1,82.73,2025-11-12 22:23:45.319252
Taxi,13.49,Afternoon,Weekday,Low,Moderate,Rainy,Metro Station,211.88,1.08,227.21,2025-11-19 17:55:45.319435
Bike,24.31,Night,Weekday,Medium,Heavy,Clear,Commercial,165.86,1.25,206.43,2025-11-06 13:11:45.319610
Bike,3.9,Night,Weekday,Very High,Light,Storm,Residential,43.4,1.65,69.06,2026-01-30 16:21:45.319779
Taxi,28.18,Morning,Weekend,Medium,Light,Rainy,Metro Station,388.16,1.13,446.61,2025-12-01 08:49:45.319971
Taxi,34.43,Early Morning,Weekday,Low,Light,Clear,IT Park,463.16,1.0,485.45,2025-08-07 21:27:45.320149
Bike,43.07,Evening,Weekday,Medium,Moderate,Rainy,Residential,278.42,1.18,333.13,2025-12-21 11:29:45.320325
Taxi,49.21,Evening,Weekday,Low,Light,Cloudy,Airport,640.52,1.2,741.33,2025-12-26 14:10:45.320492
Taxi,16.8,Evening,Weekday,Medium,Moderate,Clear,IT Park,251.6,1.1,283.35,2025-11-03 04:48:45.320659
Taxi,18.75,Night,Weekend,Medium,Moderate,Cloudy,Residential,275.0,1.2,324.43,2025-12-21 07:30:45.320838
Bike,47.49,Morning,Weekend,High,Moderate,Clear,Residential,304.94,1.25,368.13,2026-01-10 10:22:45.321031
Taxi,36.98,Early Morning,Weekend,High,Moderate,Rainy,Airport,493.76,1.43,732.62,2025-12-24 18:25:45.321206
Bike,9.21,Afternoon,Weekday,Medium,Moderate,Cloudy,Commercial,75.26,1.0,78.2,2025-09-01 13:31:45.321376
Bike,10.38,Evening,Weekday,High,Moderate,Clear,Residential,82.28,1.3,110.92,2025-12-24 12:19:45.321543
Bike,42.78,Night,Weekday,Low,Moderate,Rainy,Metro Station,276.68,1.23,338.91,2025-12-24 03:07:45.321707
Taxi,3.01,Evening,Weekend,Very High,Moderate,Cloudy,Airport,86.12,1.6,132.64,2025-11-19 21:20:45.321880
Bike,47.59,Evening,Weekday,High,Light,Clear,Airport,305.54,1.4,411.99,2025-08-24 01:08:45.322114
Taxi,37.29,Evening,Weekday,Low,Moderate,Clear,Residential,497.48,1.1,552.91,2025-09-24 21:08:45.322310
Taxi,8.86,Night,Weekday,Very High,Heavy,Storm,IT Park,156.32,1.75,276.09,2025-10-29 07:13:45.322482
Taxi,40.11,Afternoon,Weekday,Low,Heavy,Clear,Airport,531.32,1.2,646.88,2025-12-01 14:34:45.322652
Taxi,27.2,Early Morning,Weekday,Low,Moderate,Clear,Commercial,376.4,1.0,367.95,2025-10-03 02:30:45.322818
Bike,47.26,Evening,Weekend,High,Moderate,Rainy,Residential,303.56,1.43,439.25,2025-10-23 19:53:45.322997
Taxi,30.23,Morning,Weekday,High,Light,Storm,Metro Station,412.76,1.35,563.08,2025-09-21 15:43:45.323189
Taxi,41.79,Afternoon,Weekend,Medium,Moderate,Cloudy,Residential,551.48,1.05,556.17,2025-11-15 19:36:45.323358
Taxi,4.04,Morning,Weekday,Medium,Moderate,Clear,Commercial,98.48,1.0,102.17,2025-08-23 09:19:45.323524
Bike,12.93,Evening,Weekday,Medium,Heavy,Clear,Commercial,97.58,1.2,118.77,2025-08-30 15:08:45.323691
Taxi,45.01,Morning,Weekday,High,Moderate,Storm,Commercial,590.12,1.35,761.87,2025-12-28 03:59:45.323861
Bike,33.53,Evening,Weekday,Low,Heavy,Storm,Residential,221.18,1.35,297.25,2025-08-18 08:01:45.324036
Bike,8.98,Evening,Weekday,Medium,Moderate,Clear,Airport,73.88,1.2,86.59,2025-10-31 21:06:45.324232
Bike,42.92,Morning,Weekday,Low,Moderate,Rainy,Metro Station,277.52,1.08,305.92,2026-02-04 02:14:45.324402
Taxi,45.16,Evening,Weekday,Medium,Heavy,Cloudy,IT Park,591.92,1.2,710.07,2025-11-15 09:21:45.324569
Bike,3.61,Evening,Weekday,Medium,Moderate,Cloudy,Residential,41.66,1.1,43.89,2026-01-16 10:49:45.324740
Taxi,2.6,Night,Weekday,Very High,Moderate,Cloudy,Airport,81.2,1.6,135.99,2025-11-03 23:26:45.324913
Bike,25.01,Morning,Weekday,High,Moderate,Cloudy,Residential,170.06,1.2,202.37,2025-09-19 19:12:45.325082
Bike,13.32,Early Morning,Weekday,Medium,Moderate,Clear,Commercial,99.92,1.0,96.58,2025-10-14 09:52:45.325275
Taxi,14.92,Morning,Weekday,Low,Moderate,Storm,Airport,229.04,1.25,297.4,2025-10-25 00:31:45.325447
Bike,18.91,Morning,Weekday,High,Heavy,Storm,Metro Station,133.46,1.45,185.52,2025-08-13 02:15:45.325614
Taxi,1.55,Night,Weekend,Medium,Moderate,Clear,Airport,68.6,1.3,88.07,2025-08-24 23:37:45.325787
Taxi,41.44,Evening,Weekday,Medium,Heavy,Cloudy,Commercial,547.28,1.2,680.08,2026-01-02 02:53:45.325955
Taxi,31.97,Afternoon,Weekend,High,Light,Rainy,Airport,433.64,1.43,638.62,2025-10-08 02:51:45.326143
Bike,42.6,Night,Weekend,High,Moderate,Clear,Residential,275.6,1.4,392.96,2025-09-25 21:31:45.326333
Bike,25.56,Afternoon,Weekday,High,Light,Clear,Airport,173.36,1.3,227.62,2025-09-19 15:20:45.326504
Bike,18.0,Afternoon,Weekday,Very High,Light,Clear,Residential,128.0,1.35,167.91,2025-10-02 03:42:45.326699
Bike,38.07,Afternoon,Weekday,Medium,Light,Clear,Airport,248.42,1.1,277.33,2025-08-17 03:18:45.326876
Taxi,46.92,Evening,Weekday,Very High,Moderate,Clear,Airport,613.04,1.55,928.92,2025-08-13 19:10:45.327046
Bike,44.01,Afternoon,Weekend,High,Moderate,Cloudy,IT Park,284.06,1.25,349.22,2026-02-01 23:25:45.327212
Taxi,41.03,Night,Weekday,High,Moderate,Storm,Airport,542.36,1.6,907.96,2025-09-26 14:12:45.327400
Bike,10.23,Morning,Weekday,Low,Heavy,Cloudy,Commercial,81.38,1.1,90.4,2025-11-03 17:27:45.327577
Bike,41.44,Afternoon,Weekend,Low,Light,Clear,Metro Station,268.64,1.05,295.58,2025-08-16 05:26:45.327750
Taxi,28.76,Morning,Weekend,Very High,Heavy,Cloudy,Residential,395.12,1.5,613.23,2025-08-15 18:53:45.327918
Taxi,33.96,Morning,Weekend,Low,Light,Clear,Commercial,457.52,1.05,477.77,2026-01-02 06:25:45.328083
Taxi,37.39,Night,Weekend,Very High,Light,Clear,Metro Station,498.68,1.55,765.22,2025-08-27 01:16:45.328249
Bike,47.47,Night,Weekday,High,Light,Storm,Airport,304.82,1.6,488.26,2025-10-01 23:12:45.328425
Taxi,22.06,Early Morning,Weekday,Medium,Moderate,Clear,Residential,314.72,1.0,307.04,2025-08-23 22:29:45.328616
Taxi,45.07,Morning,Weekend,Medium,Heavy,Rainy,IT Park,590.84,1.23,690.97,2025-09-14 00:50:45.328785
Bike,16.48,Early Morning,Weekday,Low,Heavy,Clear,Commercial,118.88,1.1,127.89,2026-01-19 09:03:45.328951
Taxi,34.94,Morning,Weekend,Low,Light,Cloudy,Airport,469.28,1.15,514.48,2025-11-28 17:59:45.329121
Taxi,5.43,Afternoon,Weekend,High,Moderate,Clear,IT Park,115.16,1.25,145.73,2025-12-03 06:55:45.329288
Bike,13.04,Evening,Weekday,Low,Light,Cloudy,Residential,98.24,1.1,108.07,2025-11-25 10:52:45.329454
Taxi,21.91,Evening,Weekend,High,Light,Clear,Commercial,312.92,1.35,429.4,2025-09-29 05:29:45.329660
Bike,47.03,Evening,Weekday,Very High,Heavy,Rainy,Residential,302.18,1.63,503.74,2025-10-30 23:19:45.329830
Taxi,35.04,Morning,Weekend,Low,Light,Storm,Residential,470.48,1.2,592.49,2025-09-17 05:31:45.329995
Taxi,32.08,Night,Weekend,Very High,Heavy,Cloudy,Commercial,434.96,1.65,705.23,2025-11-30 22:04:45.330176
Taxi,35.15,Evening,Weekday,High,Moderate,Cloudy,Commercial,471.8,1.3,614.12,2025-11-04 07:00:45.330340
Taxi,11.07,Evening,Weekday,Low,Light,Clear,IT Park,182.84,1.1,209.06,2025-11-22 18:21:45.330512
Bike,2.18,Morning,Weekend,Medium,Moderate,Clear,Airport,33.08,1.15,39.77,2025-11-10 02:44:45.330700
Bike,49.71,Morning,Weekday,Low,Light,Clear,Residential,318.26,1.0,331.8,2025-12-07 02:03:45.330870
Taxi,45.25,Afternoon,Weekday,Low,Heavy,Clear,Airport,593.0,1.2,712.17,2025-11-10 01:10:45.331037
Taxi,39.74,Afternoon,Weekend,High,Moderate,Rainy,Metro Station,526.88,1.33,703.68,2025-10-17 14:36:45.331202
Taxi,38.44,Early Morning,Weekend,Very High,Light,Clear,Residential,511.28,1.4,735.81,2025-08-11 04:11:45.331375
Taxi,28.09,Night,Weekend,Very High,Light,Clear,Commercial,387.08,1.55,617.85,2026-01-30 05:31:45.331544
Taxi,9.36,Morning,Weekday,High,Moderate,Cloudy,IT Park,162.32,1.2,203.19,2025-12-04 23:52:45.331741
Bike,40.44,Morning,Weekday,Medium,Light,Rainy,Commercial,262.64,1.08,290.09,2025-12-22 10:01:45.332060
Taxi,4.71,Early Morning,Weekday,Medium,Moderate,Cloudy,IT Park,106.52,1.0,106.73,2025-08-31 11:55:45.332247
Taxi,43.78,Night,Weekday,Medium,Light,Clear,Metro Station,575.36,1.15,649.53,2025-12-06 08:23:45.332447
Taxi,44.25,Early Morning,Weekday,Medium,Moderate,Clear,Metro Station,581.0,1.0,608.34,2025-09-09 15:55:45.332659
Taxi,4.39,Early Morning,Weekday,Medium,Light,Cloudy,Commercial,102.68,1.0,99.08,2025-11-10 15:02:45.332857
Bike,10.65,Night,Weekday,Medium,Light,Storm,Airport,83.9,1.4,119.3,2025-11-08 13:38:45.333026
Taxi,29.94,Early Morning,Weekday,Low,Light,Clear,IT Park,409.28,1.0,389.53,2025-10-29 08:48:45.333197
Taxi,3.01,Night,Weekday,Very High,Moderate,Clear,IT Park,86.12,1.5,134.9,2026-01-06 10:30:45.333368
Taxi,6.0,Night,Weekday,High,Moderate,Rainy,Commercial,122.0,1.43,176.64,2025-10-30 08:57:45.333541
Bike,43.98,Night,Weekday,Low,Light,Clear,Metro Station,283.88,1.15,314.46,2025-10-29 21:55:45.333806
Taxi,43.15,Morning,Weekday,Low,Light,Clear,Commercial,567.8,1.0,583.63,2026-01-10 07:40:45.333995
Bike,13.24,Afternoon,Weekday,Low,Moderate,Clear,Commercial,99.44,1.0,95.85,2025-10-24 20:22:45.334178
Taxi,41.57,Afternoon,Weekend,High,Moderate,Cloudy,Airport,548.84,1.35,733.54,2025-12-29 04:30:45.334351
Bike,19.9,Afternoon,Weekend,High,Light,Clear,Airport,139.4,1.35,192.67,2025-08-26 22:21:45.334530
Bike,26.49,Evening,Weekend,Medium,Light,Clear,Commercial,178.94,1.15,213.15,2025-10-07 04:58:45.334698
Taxi,14.9,Afternoon,Weekend,Low,Moderate,Storm,Residential,228.8,1.2,261.96,2025-08-08 18:55:45.334892
Bike,21.67,Morning,Weekday,High,Moderate,Clear,Commercial,150.02,1.2,180.69,2026-01-22 12:50:45.335066
Bike,29.03,Evening,Weekend,Very High,Moderate,Rainy,IT Park,194.18,1.58,297.41,2025-12-19 05:47:45.335239
Taxi,12.31,Evening,Weekend,High,Light,Clear,Airport,197.72,1.45,284.87,2025-09-05 06:22:45.335406
Taxi,8.02,Early Morning,Weekday,Low,Light,Clear,IT Park,146.24,1.0,150.17,2025-12-24 07:55:45.335582
Bike,40.5,Night,Weekday,Very High,Light,Storm,Airport,263.0,1.75,477.45,2025-12-11 18:16:45.335751
Bike,15.89,Early Morning,Weekday,Low,Light,Cloudy,Metro Station,115.34,1.0,114.58,2025-09-09 01:39:45.335919
Bike,21.95,Morning,Weekday,Medium,Moderate,Clear,IT Park,151.7,1.0,155.55,2025-11-07 02:30:45.336111
Bike,33.54,Night,Weekday,High,Light,Rainy,IT Park,221.24,1.43,329.81,2025-11-08 22:08:45.336279
Bike,31.02,Morning,Weekday,Low,Moderate,Rainy,Commercial,206.12,1.08,222.35,2025-09-04 12:46:45.336456
Bike,6.13,Night,Weekend,Medium,Moderate,Clear,Metro Station,56.78,1.2,67.82,2025-09-19 15:27:45.336628
Taxi,6.2,Night,Weekend,High,Light,Clear,Airport,124.4,1.5,181.6,2026-02-03 13:00:45.336795
Taxi,1.57,Morning,Weekday,High,Light,Rainy,Metro Station,68.84,1.28,91.23,2025-10-29 07:22:45.336963
Bike,23.57,Night,Weekday,Medium,Heavy,Cloudy,Metro Station,161.42,1.25,200.68,2025-10-06 13:27:45.337155
Taxi,18.45,Evening,Weekday,Very High,Heavy,Clear,IT Park,271.4,1.55,436.33,2025-09-13 04:48:45.337329
Taxi,33.59,Night,Weekday,Medium,Light,Rainy,Residential,453.08,1.23,532.72,2025-12-25 05:14:45.337496
Bike,34.84,Morning,Weekday,High,Moderate,Cloudy,Commercial,229.04,1.2,265.4,2025-09-08 08:19:45.337661
Taxi,14.88,Early Morning,Weekend,Very High,Heavy,Cloudy,IT Park,228.56,1.5,357.89,2026-01-13 15:29:45.337827
Taxi,20.62,Evening,Weekday,Low,Light,Clear,Metro Station,297.44,1.1,321.43,2025-12-21 10:39:45.337999
Taxi,3.29,Evening,Weekday,High,Moderate,Clear,IT Park,89.48,1.3,113.08,2025-08-25 14:32:45.338204
Bike,26.09,Afternoon,Weekday,High,Heavy,Storm,Commercial,176.54,1.45,248.41,2025-11-29 08:37:45.338383
Bike,6.5,Morning,Weekend,High,Moderate,Cloudy,Residential,59.0,1.25,73.4,2025-08-07 19:43:45.338551
Taxi,33.8,Night,Weekday,Medium,Moderate,Storm,Metro Station,455.6,1.3,581.04,2025-09-26 12:30:45.338719
Taxi,47.69,Afternoon,Weekend,High,Moderate,Cloudy,Metro Station,622.28,1.25,790.38,2025-11-13 02:43:45.338891
Taxi,35.64,Night,Weekend,High,Moderate,Storm,Commercial,477.68,1.55,776.75,2025-09-08 19:27:45.339065
Taxi,4.66,Evening,Weekday,Medium,Heavy,Rainy,Commercial,105.92,1.28,137.47,2026-01-29 08:20:45.339267
Taxi,42.65,Evening,Weekday,Medium,Moderate,Clear,Metro Station,561.8,1.1,630.14,2025-09-28 04:59:45.339438
Taxi,38.13,Night,Weekend,Medium,Heavy,Rainy,IT Park,507.56,1.38,692.27,2025-09-27 09:01:45.339603
Taxi,3.11,Early Morning,Weekend,Medium,Light,Clear,Airport,87.32,1.15,98.14,2025-12-26 19:35:45.339770
Taxi,31.72,Afternoon,Weekday,Medium,Moderate,Clear,Airport,430.64,1.1,480.7,2025-09-01 01:56:45.339933
Taxi,37.74,Night,Weekday,High,Moderate,Clear,Commercial,502.88,1.35,665.08,2025-08-28 15:35:45.340104
Bike,14.41,Night,Weekday,Very High,Heavy,Rainy,IT Park,106.46,1.68,187.39,2025-10-09 16:13:45.340291
Bike,25.17,Morning,Weekday,Medium,Heavy,Clear,IT Park,171.02,1.1,194.85,2026-01-04 08:20:45.340459
Bike,39.22,Evening,Weekend,Medium,Light,Clear,Metro Station,255.32,1.15,286.37,2025-11-14 12:50:45.340625
Bike,32.31,Evening,Weekend,Very High,Heavy,Clear,IT Park,213.86,1.6,354.98,2026-01-21 14:14:45.340794
Taxi,30.72,Evening,Weekend,High,Light,Clear,IT Park,418.64,1.35,540.69,2025-11-12 11:19:45.340962
Bike,24.27,Night,Weekday,High,Heavy,Clear,Metro Station,165.62,1.45,238.91,2026-01-17 07:46:45.341137
Taxi,46.33,Afternoon,Weekday,Very High,Light,Cloudy,Commercial,605.96,1.35,858.94,2025-11-26 10:21:45.341325
Bike,16.31,Early Morning,Weekday,Low,Heavy,Clear,Commercial,117.86,1.1,133.59,2026-01-12 14:02:45.341502
Bike,26.73,Night,Weekday,Medium,Heavy,Storm,Metro Station,180.38,1.4,245.29,2025-10-02 04:01:45.341668
Bike,12.13,Evening,Weekday,Very High,Light,Clear,Residential,92.78,1.45,139.01,2026-01-15 11:49:45.341836
Bike,31.55,Evening,Weekend,High,Light,Clear,Airport,209.3,1.45,297.12,2025-10-22 09:59:45.342013
Bike,19.47,Morning,Weekday,Medium,Light,Clear,Residential,136.82,1.0,137.96,2025-12-16 13:08:45.342195
Bike,43.33,Evening,Weekend,High,Heavy,Clear,IT Park,279.98,1.45,400.53,2025-08-12 02:29:45.342413
Taxi,22.66,Morning,Weekday,Low,Light,Rainy,Residential,321.92,1.08,350.39,2025-08-11 02:49:45.342590
Bike,13.23,Afternoon,Weekday,Low,Moderate,Clear,Residential,99.38,1.0,102.76,2025-08-27 00:02:45.342775
Taxi,14.61,Evening,Weekend,Medium,Heavy,Rainy,Commercial,225.32,1.33,286.57,2025-12-20 22:10:45.342952
Bike,10.25,Afternoon,Weekend,Medium,Light,Cloudy,Residential,81.5,1.05,82.99,2025-11-02 15:53:45.343126
Taxi,1.71,Evening,Weekday,Low,Heavy,Rainy,Commercial,70.52,1.28,92.65,2025-11-01 14:06:45.343293
Taxi,9.16,Morning,Weekday,Low,Moderate,Clear,Airport,159.92,1.1,177.29,2025-12-12 18:04:45.343485
Bike,29.73,Night,Weekday,High,Moderate,Clear,Residential,198.38,1.35,270.81,2025-09-13 19:00:45.343661
Taxi,22.78,Night,Weekday,Medium,Moderate,Storm,Metro Station,323.36,1.3,427.68,2025-08-18 20:00:45.343828
Bike,17.35,Morning,Weekend,Low,Light,Clear,Metro Station,124.1,1.05,134.05,2025-09-03 21:33:45.344001
Taxi,26.64,Afternoon,Weekday,Medium,Heavy,Clear,Airport,369.68,1.2,447.24,2026-01-02 20:40:45.344170
Bike,43.54,Morning,Weekday,Low,Moderate,Cloudy,Commercial,281.24,1.0,274.68,2025-11-26 10:12:45.344339
Bike,33.66,Evening,Weekday,Very High,Light,Clear,Metro Station,221.96,1.45,312.19,2025-12-16 06:39:45.344528
Bike,27.97,Afternoon,Weekday,Low,Light,Clear,Metro Station,187.82,1.0,193.14,2025-10-24 20:50:45.344706
Taxi,25.02,Evening,Weekday,High,Heavy,Clear,IT Park,350.24,1.4,467.97,2025-09-02 07:08:45.344877
Taxi,31.3,Morning,Weekday,Medium,Heavy,Cloudy,Residential,425.6,1.1,474.39,2025-12-19 15:40:45.345042
Bike,33.8,Morning,Weekday,High,Moderate,Clear,Airport,222.8,1.3,278.81,2026-01-01 16:12:45.345220
Taxi,33.59,Night,Weekday,High,Heavy,Clear,Residential,453.08,1.45,666.71,2025-12-18 16:34:45.345387
Taxi,34.83,Evening,Weekday,High,Moderate,Clear,Commercial,467.96,1.3,611.38,2025-08-09 12:19:45.345579
Bike,39.21,Morning,Weekday,High,Heavy,Cloudy,Commercial,255.26,1.3,318.46,2026-01-03 14:06:45.345759
Taxi,7.73,Evening,Weekday,Very High,Moderate,Rainy,Residential,142.76,1.53,217.0,2025-11-04 05:09:45.345927
Taxi,45.26,Early Morning,Weekend,Low,Heavy,Clear,IT Park,593.12,1.15,700.8,2026-02-03 07:06:45.346115
Taxi,10.17,Morning,Weekday,Low,Moderate,Clear,Residential,172.04,1.0,168.26,2025-10-01 22:09:45.346283
Taxi,9.48,Afternoon,Weekday,Low,Moderate,Clear,Commercial,163.76,1.0,159.18,2025-12-21 18:33:45.346449
Bike,30.68,Evening,Weekday,Very High,Light,Cloudy,Metro Station,204.08,1.45,306.56,2025-08-25 10:53:45.346622
Taxi,30.68,Evening,Weekend,Medium,Moderate,Clear,Commercial,418.16,1.15,477.54,2026-01-14 15:53:45.346826
Bike,30.15,Morning,Weekday,Medium,Moderate,Rainy,Residential,200.9,1.08,219.64,2025-09-19 08:20:45.346993
Taxi,1.68,Afternoon,Weekday,High,Heavy,Clear,Commercial,70.16,1.3,91.3,2025-10-23 17:33:45.347161
Taxi,29.76,Night,Weekday,Very High,Light,Rainy,Airport,407.12,1.68,670.93,2025-11-24 00:19:45.347326
